DT_PUBLICACAO,TEXTO,N_CURTIDAS,LINK_PUBLICACAO,DATA_DOWNLOAD,URL_ESP,MARCA
2023-09-21,"A BYD participou do Automotive Business Experience, na última quarta-feira, em São Paulo, considerado o maior ecossistema automotivo e da mobilidade do Brasil.

O evento reúne fabricantes, fornecedores e empresas de soluções para a indústria para a troca de experiências e networking.

No encontro, a BYD teve a oportunidade de expôr, em parceria com a E-Wolf, empresa especializada em estações de recarga para residências e condomínios, sua solução completa em energia fotovoltaica, da geração energética ao carregamento veicular. Além disso, exibiu também o BYD Seal, mais recente lançamento da empresa no Brasil.

#BYD #BYDBrasil #abx2023",217 curtidas,https://www.instagram.com/p/CxdFMzmu8YW/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-09-22,"A energia solar segue fazendo história no Brasil! 🇧🇷

No mês de agosto, segundo a Absolar, o país alcançou a marca de 1 milhão de empregos gerados pelo setor, além de números nunca antes registrados de investimentos. São mais de R$ 163 bilhões acumulados no Brasil desde 2012.

A BYD é líder neste mercado e já conta com mais de 600 colaboradores em suas fábricas no Brasil. Consulte nossas vagas na página de carreiras em nosso site e faça parte desta transformação energética. ☀️⚡

#Sustentabilidade #EnergiaSolar #BYDEnergy #BYD",451 curtidas,https://www.instagram.com/p/CxfuSHILUKD/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-09-25,"Neste Dia Nacional do Trânsito, a BYD reforça seu compromisso em tornar o tráfego no Brasil mais sustentável e seguro para motoristas, passageiros e pedestre.

Além de oferecer veículos que não emitem gás carbônico na atmosfera, os carros, ônibus e caminhões elétricos da BYD contam com tecnologias como sistemas de assistência ao motorista e frenagem automática de emergência que auxiliam na prevenção de acidentes nas ruas e estradas.

Dessa forma, a BYD ajuda a criar um ambiente viário mais seguro para todos. 🚗🚌🌍

#DiaNacionaldoTrânsito #BYD #SegurançaViária #MobilidadeSustentável",60 curtidas,https://www.instagram.com/p/Cxnh1AyuRxF/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-09-26,"A Ita Frotas é mais um cliente satisfeito com a tecnologia BYD.

Ao integrar o BYD eT3 em sua operação, a empresa reduziu em 90% os custos com combustível, além de evitar a emissão de toneladas de CO2.

Assista ao vídeo e confira como a BYD transformou a realidade de mais uma grande empresa. 🚐 ⚡

#BYDBrasil #Logistica #Frotas",344 curtidas,https://www.instagram.com/p/CxqFh4mOLwq/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-09-27,"A Transpaleteira 100% elétrica P20S da BYD é equipada com freios eletromagnéticos, caracterizados por sua precisão e rápida resposta, o que significa mais segurança e controle durante o manuseio de cargas para o operador e toda a operação.

Com a tecnologia da BYD, seu dia a dia tem muito mais segurança.

#BYDBrasil #TranpaleteiraP20S #Segurança #MobilidadeElétrica",58 curtidas,https://www.instagram.com/p/CxsqXcXOLC0/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-09-28,"Os módulos fotovoltaicos BYD são adequados para usinas centralizadas e/ou distribuídas nas mais diversas potências e dimensões. São de fácil instalação, possuem baixa manutenção e vida útil prolongada, com garantias mínimas de 12 anos para o produto e 25 anos para o desempenho.

Conheça os modelos nacionais e importados disponíveis para o seu projeto.

#BYDEnergy #MódulosFotovoltaicos #BYD #Projetos",180 curtidas,https://www.instagram.com/p/Cxv-hvjRS88/?img_index=1,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-09-29,"O veículo elétrico mais vendido da história do Brasil acaba de ganhar mais duas versões: o BYD Dolphin Plus e BYD Dolphin Diamond. 🐬

Para quem gosta de cores mais sóbrias, o BYD Dolphin Diamond é uma versão na cor preta do modelo que conquistou os brasileiros. Já o BYD Dolphin Plus chega para agradar quem tem espírito de piloto, sem abrir mão de autonomia para circular na cidade. Possui teto panorâmico, duas cores na parte externa, rodas 17” com design exclusivo e um motor de 204 cavalos.

Quer saber mais sobre esses lançamentos? Acesse a página de ""Notícias"" no link da bio e veja tudo sobre a novidade!

#BYD #BYDDolphin #Dolphin #BYDBrasil",2.564 curtidas,https://www.instagram.com/p/Cxxsj6KAYru/?img_index=1,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-02,"Descubra o futuro da movimentação de carga com os rebocadores elétricos BYD. Projetados para médias e longas distâncias com o máximo conforto do motorista, os rebocadores elétricos são verdadeiros líderes em inovação, com bateria selada 100% livres de manutenção e um carregamento fácil e rápido.

Conheça os modelos BYD:

Q30TJ: capacidade de carga de 3 toneladas e carregamento em apenas 1,5 horas.

T50: capacidade de carga de 5 toneladas e carregamento em 1,5 horas.

Green Tug: capacidade de carga de 25 toneladas e carregamento em 2,5 horas.

O futuro da logística sustentável começa aqui. ✨

#RebocadoresElétricos #EficiênciaSustentável",70 curtidas,https://www.instagram.com/p/Cx6QrdNOrXg/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-03,"Você sabia que existe uma linha de financiamento com juros atrativos para quem quer adquirir um sistema de energia solar?

O FINAME oferece até 100% de financiamento para o seu projeto, que pode ter até 3 anos de carência para começar a pagar. Mas esse benefício só está disponível para equipamentos que sejam produzidos no Brasil, por isso a BYD, maior fabricante nacional de módulos fotovoltaicos, é a escolha certa para o seu investimento.

Assista ao vídeo e saiba mais sobre o FINAME e como a BYD te ajuda a conquistar sua independência energética.

#BYD #BYDEnergy #EnergiaSolar #finame",190 curtidas,https://www.instagram.com/p/Cx8Xd8PuUf-/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-03,"A BYD sabe que sua operação não pode parar.

Com área total de 7 mil m², o Pós-vendas de pesados BYD, localizado em Campinas (SP), dispõe de uma oficina completa e um centro de distribuição de peças de reposição, garantindo disponibilidade e agilidade no atendimento.

Para desgastes, acidentes ou adaptações em sua frota, a BYD oferece um serviço de pós-vendas com a mesma excelência de seus produtos e com uma equipe treinada nos mais avançados padrões mundiais em serviços e assistência técnica.

#BYDBrasil #AtendimentoPósVenda #Qualidade",70 curtidas,https://www.instagram.com/p/Cx84Kn4OqzF/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-04,"A missão da BYD é transformar o mundo por meio do avanço da tecnologia de baterias e veículos elétricos. Os caminhões 100% elétricos utilizam uma bateria de ferro-lítio, desenvolvida para a eletrificação veicular que proporciona uma autonomia de mais de 200 km, total segurança e adaptação perfeita às necessidades da sua frota. 🚚⚡

É dessa forma que a BYD caminha rumo a um transporte de cargas eficiente e sustentável. 🌍🌿

#BYDEnergy #CaminhãoElétrico #Sustentabilidade",285 curtidas,https://www.instagram.com/p/Cx_KngWO_uu/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-04,"A BYD tem a missão de reduzir a temperatura do planeta em 1ºC. Por isso, atua em diversas frentes para proporcionar soluções de energia limpa que revolucionam o dia a dia de milhões de pessoas ao redor de todo o mundo, sempre preservando a natureza.

Junte-se à BYD neste Dia da Natureza para celebrar nosso bem mais precioso. 🌳🌴🌱

#BYD #BYDBrasil #BYDEnergy #DiadaNatureza #Natureza",872 curtidas,https://www.instagram.com/p/Cx_XV0muyLa/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-04,"Belo Horizonte mais limpa e sustentável 🌿⚡

Uma unidade do BYD D9A passa a integrar a frota de ônibus da cidade de Belo Horizonte. Os testes com o ônibus começaram nessa semana e devem ter duração de pelo menos 40 dias.

A capital mineira tem planos de renovar em 40% a frota de ônibus com veículos elétricos e movidos a biocombustível.

#bh #byd #eletromobilidade #onibuseletrico",1.438 curtidas,https://www.instagram.com/p/Cx_m78LvV7x/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-05,"O BYD D1 preserva o meio ambiente e impulsiona o lucro dos seus negócios.

Com custo total de propriedade até 79% menor comparado com outros veículos da categoria devido a uma economia substancial em manutenção e abastecimento, o BYD D1 é a solução certa para quem busca um futuro mais verde e lucrativo. 🌿💰

#BYDBrasil #VeículoElétrico #LucroSustentável",409 curtidas,https://www.instagram.com/p/CyBcQK8O9hX/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-05,"De hoje, 05, até sábado, dia 07 de outubro, a BYD estará presente no evento Veículo Elétrico Latino-Americano, apresentando seu ônibus rodoviário D9W e o automóvel BYD Seal.

Venha conhecer de perto esta revolução elétrica!

#BYDBrasil #VELatinoAmericano #Eletromobilidade",142 curtidas,https://www.instagram.com/p/CyByemXuEsW/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-06,"Você sabe qual a relação entre a string box, uma forte chuva e um país como o Brasil? 🤔

Com a maior incidência de descarga elétrica do planeta, os consumidores de energia solar no Brasil precisam estar protegidos para evitar grandes prejuízos.

Arraste para o lado e saiba mais sobre essa relação. 👉

#EnergiaSolar #Segurança #BYDEnergy",106 curtidas,https://www.instagram.com/p/CyD_YpdL9vO/?img_index=1,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-10,"Imagine um mundo com cidades mais limpas, ar mais puro e as emissões de carbono reduzidas a zero. Com o chassi de ônibus D11B da BYD, São José dos Campos é um exemplo de cidade que está no caminho para esse sonho se tornar realidade. 🌟

Desde 2022, circulam no município 12 ônibus articulados 100% elétricos da BYD. Em doze meses, de agosto de 2022 a julho de 2023, os ônibus da BYD rodaram 644.134 quilômetros pelo corredor Linha Verde, evitando a emissão de 1.646,12 toneladas de gás carbônico na atmosfera, o equivalente ao plantio de 11.729 árvores.

#BYDBrasil #MobilidadeSustentável #ChassiD11B",361 curtidas,https://www.instagram.com/p/CyO2xJbOC1s/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-10,"Alô, Camaçari! A BYD realizou ontem o evento de inauguração das futuras fábricas na cidade. 😍

O evento contou com a presença do fundador e CEO, Wang Chuanfu, da vice-presidente executiva e CEO para as Américas, Stella Li, e do presidente da BYD Brasil, Tyler Li, além de diversas autoridades federais, estaduais e municipais.

A oficialização da chegada da BYD no nordeste brasileiro é um divisor de águas para a indústria automotiva nacional, que volta a investir e produzir no estado.

As fábricas irão produzir chassis de ônibus, caminhões elétricos e processar lítio e ferro fosfato. Além disso, já estão confirmadas as produções dos carros BYD Dolphin, BYD Song Plus e BYD Yuan Plus nas unidades.

#BYD #BYDBrasil #BYDEnergy #Camaçari",1.587 curtidas,https://www.instagram.com/p/CyOVcHIrt_l/?img_index=1,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-11,"Com uma operação simples, por ser leve, com controle facilitado e com freios eletromagnéticos que garantem resposta rápida, a P20JW não só agiliza a sua operação, mas também simplifica o trabalho diário.

Experimente a revolução da logística verde junto com a BYD! 🚀🔋

#BYDBrasil #TranspaleteiraElétrica #LogísticaInovadora",99 curtidas,https://www.instagram.com/p/CyRbxuKOMcI/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-13,"Até agosto deste ano, a BYD contribuiu para a redução de 38.206.369.005 kg de emissões de carbono em todo o mundo, equivalente a quase 40 milhões de toneladas.

Da geração de energia ao uso na mobilidade elétrica, esse número é resultado da missão da BYD em reduzir a temperatura da terra em 1ºC. 🌍💚

#BYDEnergy #EmissõesReduzidas #Sustentabilidade",113 curtidas,https://www.instagram.com/p/CyVy-Rvr-kP/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-17,"A BYD Brasil atua no ramo de movimentação logística desde 2015, já tendo entregue mais de 2 mil equipamentos a empresas preocupadas com a redução de custos e a preservação ambiental.

Conte com a BYD para soluções sustentáveis de movimentação interna.

Sabia mais em https://www.byd.com.br

#BYDBrasil #Empilhadeiras #Sustentabilidade",567 curtidas,https://www.instagram.com/p/CygWh51uyqQ/?img_index=1,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-17,"A presença da BYD Energy no Brasil está mais forte do que nunca! 💪

Com uma estrutura completa para fabricação, testes de P&D e distribuição de módulos por todo o país, a BYD se solidifica, cada vez mais, como uma empresa completa para soluções em energia limpa.

Do pioneirismo na fabricação de módulos no Brasil às novas fábricas para veículos 100% elétricos na Bahia, a BYD chegou para transformar a indústria verde do Brasil.

Construa seus sonhos junto com uma das maiores greentechs do mundo, presente em todas as etapas em solo nacional. ☀️

#BYDBrasil #BYDEnergy #EnergiaSolar",864 curtidas,https://www.instagram.com/p/CygfZJ9rU_e/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-18,"A BYD Energy já investiu mais de R$ 50 milhões em P&D no Brasil. Parte desse recurso é direcionada a estudos realizados em parceria com as principais universidades e institutos de pesquisa do país, como Unicamp, Unesp, CTI Renato Archer, UFSC e Instituto Eldorado.

Essas parcerias resultam em estudos que são apresentados em grandes eventos do setor ao redor do mundo, levando o trabalho do P&D da BYD para além das fronteiras do Brasil. Dessa forma, a BYD investe não apenas em pesquisas para novas tecnologias, mas também no desenvolvimento de todo o setor.

#BYD #BYDEnergy #EnergiaSolar #BYDBrasil",196 curtidas,https://www.instagram.com/p/Cyiy0dBr66A/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-19,"A BYD participa hoje no 29º Workshop de Logística Soluções e Tendências – Especial Grande Jundiaí 2023, em Itupeva, São Paulo.

Está exposta no estande da BYD a ECB 20, empilhadeira 100% elétrica equipada com bateria de lítio que possui alta eficiência de carga e descarga em comparação com as baterias tradicionais de chumbo-ácido.

Acompanhe nossas redes sociais para ver os detalhes dessa participação.

#BYDBrasil #Empilhadeiras #EmpilhadeiraEletrica",64 curtidas,https://www.instagram.com/p/CylT3nSuwl-/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-20,"O BYD D1 é o equilíbrio perfeito entre tecnologia avançada e segurança.

Equipado com um sistema de auxílio ao motorista que inclui alerta de saída de faixa, aviso preditivo de colisão e freio de emergência automático, o BYD D1 é sinônimo de segurança no trânsito.

Acesse o link da bio e saiba mais sobre como o BYD D1 pode transformar a sua frota.

#BYDBrasil #MobilidadeSustentavel",506 curtidas,https://www.instagram.com/p/Cyn4l_9ugWs/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-20,"Mobilidade urbana sustentável ⚡🚌

Durante a próxima semana, a BYD estará presente na Arena ANTP apresentando suas soluções: chassi de ônibus D9A, BYD Yuan Plus, a solução completa em energia solar e suas baterias.

Acompanhe nossas redes sociais para ver os detalhes dessa participação.

#onibuseletrico #antp2023 #transporteurbano",330 curtidas,https://www.instagram.com/p/Cyojx9pgtVc/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-23,"Entre os dias 24 e 26 deste mês, a BYD estará presente na Arena ANTP 2023, o 23º Congresso de Mobilidade Urbana da Associação Nacional de Transportes Públicos.

Durante o evento, você poderá conhecer de perto os módulos e as células de uma bateria utilizada em ônibus, além do chassi do ônibus BYD D9A, o BYD Yuan Plus, veículo 100% elétrico, e a solução completa de energia solar.
Aproveite a oportunidade para visitar o stand da BYD em um dos maiores eventos de mobilidade urbana do país.

📍 Avenida 01 - stand 111 — Transamérica Expo Center | São Paulo, SP
📅 24, 25 e 26 de outubro

#BYDBrasil #ANTPArena2023 #MobilidadeUrbana",122 curtidas,https://www.instagram.com/p/Cyv-MBdu6DT/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-24,"Nesta terça-feira, a cidade de Manaus completa 354 anos de história, cultura e muita inovação. 🎈 🥳

Um dos principais polos industriais do Brasil, Manaus abriu as portas para receber a fábrica de baterias de ônibus da BYD em 2020. De lá para cá, essa relação prospera com cada vez mais energia rumo a um futuro mais sustentável.

Parabéns a todos os manauaras por toda a história dessa grande cidade. ❤️

#Manaus #BYD #BYDBrasil",123 curtidas,https://www.instagram.com/p/CyzATQ2OOMk/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-24,"A BYD reafirma seu compromisso em seguir investindo no Brasil.

Já são 4 fábricas em operação no país e outras 3 em construção na Bahia. Juntos, BYD e Brasil constroem um futuro mais verde e inovador. 🌱⚡

#BYDEnergy #Cleantech #InovacaoSustentavel",1.604 curtidas,https://www.instagram.com/p/Cyyvg18Ryb6/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-24,"A BYD está presente na Arena ANTP, maior feira de transporte público do Brasil, com seus chassis de ônibus 100% elétricos e as mais avançadas e seguras baterias de fosfato de ferro-lítio, ambos produzidos em solo nacional.

Visite o stand da BYD para conhecer de perto a tecnologia que garante eficiência e segurança para operadores de ônibus, a solução completa em energia solar e carro 100% elétrico BYD Yuan Plus.⚡️

📍 Avenida 01 - stand 111 — Transamérica Expo Center | São Paulo, SP
📅 24, 25 e 26 de outubro

#BYD #TransportePublico #EnergiaLimpa #ArenaANTP",•,https://www.instagram.com/p/Cyy2S3KxW8T/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-25,"A BYD é a maior fabricante de ônibus elétricos do mundo, com mais de 90 mil unidades rodando em todo o planeta. E você pode conhecer essa tecnologia durante a Arena ANTP, em São Paulo, que acontece até o dia 26 no Transamérica Expo Center.

Fabricado em Campinas/SP, o chassi modelo D9A da BYD em exposição é 100% elétrico, com zero emissão de poluentes e totalmente silencioso. Ele foi desenvolvido para linhas urbanas com carrocerias de até 13 metros de comprimento. A bateria do modelo D9A tem até 250 km de autonomia, com baixo custo de manutenção.

Aproveite para conhecer de perto a tecnologia da empresa que está transformando o transporte público em todo o mundo.

📍Avenida 01 - Estande 111 - Transamérica Expo Center | São Paulo/SP
📆 Até 26 de outubro

#BYDBrasil #ArenaANTP #Onibuseletrico",•,https://www.instagram.com/p/Cy04iQgOOKl/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-25,"A BYD, como uma empresa cidadã,
busca levar em conta em suas atividades os Objetivos de Desenvolvimento Sustentável (ODS) da ONU, princípios que visam mobilizar a sociedade na adoação e promoção de ações nas áreas de direitos humanos, trabalho, meio ambiente e combate à corrupção.
Ao integrar o Pacto Global, a BYD se compromete a reportar anualmente seu progresso em relação aos princípios estabelecidos. Dessa forma, a empresa percorre uma trajetória rumo a um futuro mais sustentável para todos.

#BYDEnergy #sustentabilidade #ODS #ONU",97 curtidas,https://www.instagram.com/p/Cy1edQIOxxa/?img_index=1,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-25,"A mobilidade elétrica no Brasil já é uma realidade com a BYD. ⚡

Diversas cidades ao redor do país já adotaram a tecnologia BYD em seu transporte público. Dentre elas, estão Volta Redonda (RJ), Brasília (DF), Salvador (BA), Maringá (PR), Santo André (SP), Bauru (SP), São José dos Campos (SP), Mauá (SP), Santos (SP) e São Paulo (SP).

Junte-se à BYD para transformar o futuro da mobilidade de forma sustentável no Brasil.

#BYDBrasil #MobilidadeEletrica #OnibusEletrico",608 curtidas,https://www.instagram.com/p/Cy0nD7UOx4n/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
2023-10-26,"O Diretor de Vendas de Ônibus da BYD, Bruno Paiva, falou um pouco sobre o chassi de ônibus 100% elétrico D9A da BYD durante a Arena ANTP, o Congresso de Mobilidade Urbana da Associação Nacional de Transportes Públicos.

Aproveite para conhecer de perto essa e outras soluções de energia limpa da BYD durante o evento, que acontece até hoje, às 20h, em São Paulo.

#BYD #BYDBrasil #Onibuseletrico #Onibus",447 curtidas,https://www.instagram.com/p/Cy3S8XKOtwx/,2024-06-02,https://www.instagram.com/byd_brasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,BYD
