DT_PUBLICACAO;TEXTO;N_CURTIDAS;LINK_PUBLICACAO;DATA_DOWNLOAD;URL_ESP
2023-10-05;se cada som do #Renault #TankRiffard já prende a atenção, imagine olhar pra esse design criado em 1956 e que continua inesquecível. uma coisa é fato: depois de tanto tempo, o cuidado da Renault continua o mesmo.;•;https://www.instagram.com/p/CyCAyv7PsDn/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-06;"o novo Renault #Megane #ETech 100% #elétrico tem conforto elevado para suas viagens, com amplo espaço interno e porta-malas de 440 L.
#PureComfort #LargeTrunk";•;https://www.instagram.com/p/CyEQ-Y2RvQG/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-08;"o novo #Megane #ETech 100% #elétrico possui uma sequência de boas-vindas toda vez que você se aproxima do carro, com luzes que projetam o logo no retrovisor.
#PureDesign #PuddleLamp";•;https://www.instagram.com/p/CyJvHxPiZ9E/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-09;acreditamos que o esporte pode transformar vidas. como uma iniciativa do nosso projeto global Give Me 5, a Renault e o #InstitutoRenault promoveram a reforma e a pintura da quadra poliesportiva do CEU Campo Limpo. a ação irá beneficiar as crianças do projeto Instituto Patrícia Medrado, que ministra aulas de tênis no local.;•;https://www.instagram.com/p/CyLqy7uu-8E/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-09;os veículos Renault E-Tech 100% elétricos podem ser carregados em tomadas domésticas comuns e já vêm com adaptador padrão Brasil. é só plugar e se preparar para a sua próxima viagem.;•;https://www.instagram.com/p/CyMT6qjB7qx/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-10;"no novo Renault #Megane #ETech 100% #elétrico, cada detalhe foi pensado para uma experiência única ao dirigir. do cockpit integrado ao carregamento rápido.
#PureSensation #ElectricPower";•;https://www.instagram.com/p/CyN7APfqMHc/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-12;a Renault sabe a importância das crianças na construção de um futuro melhor. por isso, nossas iniciativas por todo o mundo vão além do #DiaDasCrianças com o Instituto Renault.;•;https://www.instagram.com/p/CyTLj6yO8iN/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-13;"toda viagem fica mais tecnológica com multimídia openR de 9"" do novo Renault #Megane #ETech 100% #elétrico. ele vem com espelhamento de smartphone sem fio e muito mais.
#PureTechnology #open";•;https://www.instagram.com/p/CyVpYbACzbZ/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-16;"o novo Renault #Megane #ETech 100% #elétrico tem 337 km de autonomia e carga rápida compatível com corrente alternada, contínua, tomada doméstica ou carregadores públicos.
#PureElectric #Mobilize";•;https://www.instagram.com/p/CydXy9pMv6c/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-16;o queridinho #Renault #Twingo30 #elétrico mandando ver no estilo Gangsta para comemorar os 30 anos.;•;https://www.instagram.com/p/CyeIZgXuIyc/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-16;"o carro em conexão com a cidade. essa é a ideia do carro-conceito co-criado pela
#SoftwareRepublique com a #Renault. com a tecnologia V2E, ele é capaz de receber dados de sensores espalhados pela cidade e emitir alertas, como por exemplo, a proximidade de veículos de emergência como ambulância, polícia, bombeiro. assim, você pode abrir o caminho com segurança e na hora certa. o carro do amanhã a gente constrói hoje. descubra isso e muito mais no link da nossa bio.";•;https://www.instagram.com/p/Cyeh7IbOHGI/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-17;nenhuma passarela cabe toda beleza do queridinho #Renault #Twingo30 #elétrico⚡️.;•;https://www.instagram.com/p/Cygl1VrL5Yh/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-18;um carro que pensa em tudo antes de você. o carro-conceito #HumanFirst #Vision, co-criado pela #SoftwareRepublique e pela #Renault, usa dados de tráfego e acidentes da sua cidade para te alertar quando estiver se aproximando de uma zona de risco. descubra isso e muito mais através do link em nossa bio.;•;https://www.instagram.com/p/CyjfFPDBbyj/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-18;30 anos do #Renault #Twingo30 #elétrico⚡️. tem como não amar esse querido?;•;https://www.instagram.com/p/Cyi13d4J2i5/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-18;são muitas versões do inesquecível #Renault #Twingo marcando presença no #Loheac Festival, um evento focado em clássicos do automobilismo.;•;https://www.instagram.com/p/CyjOLscJGRj/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-19;"chegou ao Brasil toda a inovação high-tech do Renault #Megane #ETech 100% #elétrico: como o retrovisor interno com câmera, controle de velocidade adaptativo e mais 17 sistemas avançados de assistência ao motorista.
#PureTechnology #Security";•;https://www.instagram.com/p/CymHEkYvEVh/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-23;descubra um outro nível de imersão acústica com a tecnologia #EfeitoCasulo do novo Renault Megane E-Tech 100% elétrico. ela oferece muito mais conforto sonoro para você.;•;https://www.instagram.com/p/CywCiUitzpB/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-24;você conectado o tempo inteiro com o cockpit integrado do novo Renault Megane E-Tech 100% elétrico. #PuraTecnologia #Cockpit;•;https://www.instagram.com/p/CyySt8CLT2h/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-25;chegou a hora. apresentamos o novo SUV #Renault Kardian. ele vem aí trazendo a nova Renault, com uma direção dinâmica, motor turbo de 125 cv, um torque de 220 Nm e 13 ADAS (assistentes de direção). além de um amplo espaço interno, com console central elevado integrando tecnologias como câmbio e-shifter e o freio de estacionamento elétrico. clique no link da bio e saiba mais.;•;https://www.instagram.com/p/Cy0ptVYtlH-/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-26;design com linhas esculpidas e elegantes, intensificadas pela pintura biton laranja e preta. dianteira com uma grade marcante com o novo logo, faróis full LED e roda de liga leve biton 17”. em breve o #Renault #Kardian vai chegar às ruas do Brasil. link na bio.;•;https://www.instagram.com/p/Cy3Hp0Kx0rx/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-26;a #iARTofPERFORMANCE chegou para mostrar que na altitude ou em outras condições desafiadoras nas estradas, a tecnologia #Renault #ETech 100% #elétrica é sempre eficiente. #MexicoGP #A523 @alpinef1team #F1 temporada 2023.;•;https://www.instagram.com/p/Cy4Fck8hXNX/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-27;#Renault #Kardian: com console central elevado para maior conforto, câmbio EDC, alavanca e-shifter e multi-sense ambient lighting para personalizar a experiência interior. além disso, seus assentos ergonômicos e o espaço interno redesenhado vão reinventar tudo que você entendia de conforto. link na bio.;•;https://www.instagram.com/p/Cy5sjZHvDnl/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-27;um verdadeiro porta-bandeira da renovação da Renault no Brasil. conheça o carro conceito #Renault #Niagara #ETech híbrido, uma picape robusta, potente e sofisticada, com a exclusiva tecnologia #ETech 4x4.;•;https://www.instagram.com/p/Cy6gLsTRR4t/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-27;"categoria melhores atores coadjuvantes na série Bodies do #Netflix. nossos indicados são:
- #Renault #Megane #ETech 100% #electric
- Renault #ScenicVision";•;https://www.instagram.com/p/Cy6qcLVhwPv/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-28;"o #Renault #Kardian tem 13 ADAS (assistentes de direção), multimídia de 8” touch screen com espelhamento do smartphone e um painel digital de 7"". seu console central elevado acomoda o câmbio e-shifter que controla a transmissão automática EDC. os modos de condução multi-sense proporcionam uma experiência única ao dirigir. link na bio.";•;https://www.instagram.com/p/Cy8RUZrssxt/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-30;30 anos do #Renault #Twingo, em todos os formatos e tamanhos.;•;https://www.instagram.com/p/CzCEJYuhllD/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-10-30;"descubra o novo Renault Megane E-Tech 100% elétrico com o melhor do design aerodinâmico, privilegiando desempenho e eficiência.
#PuroDesign";•;https://www.instagram.com/p/CzBvgwDNYTG/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-01;nosso embaixador da #RenaultLineup comprova que os melhores do mundo não nascem prontos, e que precisam de muito esforço e dedicação. @felixaliassime teve uma origem humilde e alcançou as alturas do ranking mundial. #throwback;•;https://www.instagram.com/p/CzHlLQigyy5/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-03;um dos circuitos mais antigos da temporada. #Renault #E-Tech também tem uma longa história, com um legado de avanços tecnológicos desde 2010. #GPBrasil #A523 @alpinef1team #F1 temporada 2023.;•;https://www.instagram.com/p/CzMCqFfPY1o/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-06;"o novo Renault #Megane #ETech 100% #elétrico tem 19 ADAS, sistemas avançados de assistência ao motorista para garantir sua segurança em todos os momentos.
#PureSecurity #SafeCar";•;https://www.instagram.com/p/CzTxEO6BOFI/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-07;a nova versão europeia da van #Renault #Master foi reprojetada e se destaca pela aerodinâmica e eficiência. aguarde para saber mais sobre esse lançamento no dia 21/11/2023.;•;https://www.instagram.com/p/CzW_N9_i3oZ/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-08;#mutethehotrod, o hot-rod 100% elétrico que é um sonho para qualquer adulto... e para crianças também ➡️ link na bio;•;https://www.instagram.com/p/CzYs767L0Wb/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-08;o Renault Kwid é o carro mais econômico do Brasil e fica ainda mais a sua cara com tantas opções de cor, assinatura de LED e 4 airbags de fábrica. escolha o seu e aproveite o Kwid com preço de nota fiscal de fábrica.;•;https://www.instagram.com/p/CzY6qFaK_Gv/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-08;tecnologia em prol do bem-estar. o carro-conceito #HumanFirst #Vision, criado pela #Renault em parceria com a #SoftwareRepublique, monitora a frequência cardíaca por meio de sensores no volante e percebe o humor do motorista para adaptar o ambiente da cabine. saiba mais sobre ele no link da bio.;•;https://www.instagram.com/p/CzZPPv_v7fx/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-08;vem aí a 4ª geração da #Renault #Master, ainda mais aerodinâmica. vamos apresentar a nova van ao mercado europeu durante a #SOLUTRANS motor show de Lyon, na França.;•;https://www.instagram.com/p/CzZjy5wNXf8/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-09;o novo Renault Megane E-Tech 100% elétrico tem design inovador com detalhes exclusivos, como os puxadores que aparecem automaticamente #PuroDesign;•;https://www.instagram.com/p/Czbfd59qt1Z/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-10;a Renault faz carros para todo mundo. afinal de contas, a paixão por automobilismo não tem idade. descubra o circuito elétrico R5 Prototype e R5 Turbo 3E que em breve chega ao Brasil na loja online #TheOriginalsRenault.;•;https://www.instagram.com/p/CzeukuhPDGg/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-10;já imaginou um carro que pudesse fazer o próprio check-up? a #Renault imaginou e, em parceria com a #SoftwareRepublique, criou o carro-conceito #HumanFirst #Vision. ele tem um sistema que avalia o desgaste e a eficiência das peças em tempo real e pode prever a próxima manutenção com base nessas informações. saiba mais sobre ele no link da bio.;•;https://www.instagram.com/p/Cze31sbrz8b/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-11;pista de autorama é um clássico. assim como o R5 Prototype e o R5 Turbo 3E. então, por que não unir tudo isso? em breve no Brasil, o nosso novo circuito elétrico. confira as fotos.;•;https://www.instagram.com/p/CzgpBoKojDC/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-11;muitos modelos históricos e especiais da Renault em exposição num único evento: no #EpoquAuto em Lyon estarão #Renault #Twingo originais dos anos 90, 4 modelos exclusivos refeitos em versão 100% elétricos, projetados para celebrar o aniversário do #Twingo30.;•;https://www.instagram.com/p/Czg9mKVsjwu/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-12;conheçam aquele que ninguém consegue imitar, o #Renault #EspaceF1 🏁. uma combinação perfeita de uma minivan com um motor Renault de alto desempenho da Fórmula 1.;•;https://www.instagram.com/p/CzjN2egie5F/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-13;a nova identidade visual da Renault está presente no novo Renault Megane E-Tech 100% elétrico. ele tem design inovador de crossover esportivo e faróis 100% LED. #PuroDesign;•;https://www.instagram.com/p/Czlyq0_pp1m/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-14;se é espaço interno que o seu negócio precisa, o novo Renault Kangoo E-Tech 100% elétrico é a solução. são 4,3 m³ e 800 kg de capacidade de carga para você. conheça agora.;•;https://www.instagram.com/p/CzoXX_xMai2/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-16;mais de 3000: essa é a quantidade de pontos públicos de recarga que existem no Brasil. já sabe, né? dá para viajar e pegar a estrada com tranquilidade a bordo dos nossos modelos Renault E-Tech 100% elétricos.;•;https://www.instagram.com/p/Cztg_RwJf7D/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-16;#iARTdaPERFORMANCE: o circuito do #LasVegasGP é um dos mais novos desta temporada. e assim como ele, os novos avanços das tecnologias #Renault #ETech full hybrid e 100% elétrica também se baseiam em anos de experiência em outras pistas. ➡️ #A523 @alpinef1team #F1 #F12023;•;https://www.instagram.com/p/Czt1lnSqQkd/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-16;ontem foi revelado oficialmente o #protótipo do #Renault #Twingo #ETech 100% #elétrico. é o terceiro clássico pronto para ser revivido, depois dos modelos #R5 e #R4.;•;https://www.instagram.com/p/CzuD9NTyuMK/?img_index=1;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-16;a motorização do Renault Kardian também é totalmente nova: 1.0 turbo, 3 cilindros com 125 cv e 220 Nm de torque, combinado com a tecnologia de câmbio EDC (Efficient Dual-Clutch) - a mudança está chegando. cadastre-se no link da bio para saber novidades sobre o novo Renault Kardian.;•;https://www.instagram.com/p/CzuPXSzsSNa/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
2023-11-17;o câmbio EDC do #Renault #Kardian significa aceleração rápida e precisa sem queda no torque. com o moderno câmbio e-shifter, você consegue ir de Drive para Neutro e Ré com um simples toque, ou até usar os Paddle-shifters para uma condução mais esportiva. é a nova tradução do prazer em dirigir. cadastre-se no link da bio para saber novidades sobre o novo Renault Kardian.;•;https://www.instagram.com/p/CzwFrgIRtU8/;2024-06-02;https://www.instagram.com/renaultbrasil?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==
